NOTE_ID,SECURITY_ID,TICKER,ANALYST_NAME,NOTE_TEXT,NOTE_DATE,RECOMMENDATION,SENTIMENT
NOTE0100,SEC006,CNQ,A. Okafor,Sector update -- healthcare sector showing cautious momentum heading into Q3 2025. Canadian Natural Resources (CNQ) is our top pick given dividend growth track record. Peer SU remains our underperform call. Bank of Canada rate cut expectations supports the cautious view.,2025-01-18,Buy,Positive
NOTE0101,SEC009,TRI,S. Patel,Maintaining Hold on Thomson Reuters (TRI). Q1 2025 results were in line with expectations. Management reaffirmed full-year guidance. Dividend yield of 2.4% provides downside support. Watch for dividend announcement in the coming quarter as a potential positive catalyst.,2024-12-16,Hold,Positive
NOTE0102,SEC038,FTS,K. Williams,Maintaining Hold on Fortis Inc (FTS). Q1 2024 results were in line with expectations. Management reaffirmed full-year guidance. Dividend yield of 6.0% provides downside support. Watch for regulatory approval in the coming quarter as a potential positive catalyst.,2025-11-29,Hold,Neutral
NOTE0103,SEC021,NESN,J. Nakamura,Initiating coverage of Nestle SA (NESN) with a Hold recommendation and $539 12-month price target. The company's retail banking segment shows strong momentum with 3.3% YoY revenue growth. Valuation appears compelling at 15.1x forward earnings versus the sector average of 14.0x.,2025-11-07,Hold,Positive
NOTE0104,SEC001,RY,M. Chen,Initiating coverage of Royal Bank of Canada (RY) with a Market Perform recommendation and $33 12-month price target. The company's cloud services segment shows strong momentum with 3.1% YoY revenue growth. Valuation appears compelling at 24.2x forward earnings versus the sector average of 13.9x.,2024-05-10,Market Perform,Neutral
NOTE0105,SEC006,CNQ,S. Patel,Sector update -- energy sector showing positive momentum heading into Q3 2025. Canadian Natural Resources (CNQ) is our top pick given superior management execution. Peer XOM remains our underperform call. Bank of Canada rate cut expectations supports the positive view.,2025-11-12,Sell,Positive
NOTE0106,SEC035,AQN,L. Tremblay,Sector update -- financial sector showing positive momentum heading into H2 2025. Algonquin Power & Utilities (AQN) is our top pick given superior management execution. Peer UNH remains our underperform call. rising inflation supports the positive view.,2024-04-28,Market Perform,Negative
NOTE0107,SEC024,NOVO,B. O'Brien,Initiating coverage of Novo Nordisk (NOVO) with a Hold recommendation and $764 12-month price target. The company's wealth management segment shows strong momentum with 2.0% YoY revenue growth. Valuation appears compelling at 9.2x forward earnings versus the sector average of 16.4x.,2024-05-30,Hold,Negative
NOTE0108,SEC019,UNH,A. Okafor,Sector update -- healthcare sector showing positive momentum heading into Q3 2025. UnitedHealth Group (UNH) is our top pick given valuation discount. Peer TD remains our underperform call. commodity price volatility supports the positive view.,2025-05-14,Hold,Negative
NOTE0109,SEC026,CAN.GOV.2Y,B. O'Brien,Sector update -- technology sector showing cautious momentum heading into Q3 2025. Government of Canada 2-Year Bond (CAN.GOV.2Y) is our top pick given strong balance sheet. Peer BCE remains our underperform call. rising inflation supports the cautious view.,2025-11-01,Sell,Positive
NOTE0110,SEC037,TRP,K. Williams,Maintaining Hold on TC Energy (TRP). Q1 2025 results were in line with expectations. Management reaffirmed full-year guidance. Dividend yield of 6.4% provides downside support. Watch for Q3 earnings release in the coming quarter as a potential positive catalyst.,2025-08-30,Hold,Neutral
NOTE0111,SEC010,BCE,L. Tremblay,Sector update -- financial sector showing positive momentum heading into H2 2025. BCE Inc (BCE) is our top pick given dividend growth track record. Peer V remains our underperform call. commodity price volatility supports the positive view.,2024-01-24,Market Perform,Negative
NOTE0112,SEC037,TRP,B. O'Brien,Maintaining Underweight on TC Energy (TRP). Q2 2025 results were in line with expectations. Management reaffirmed full-year guidance. Dividend yield of 5.9% provides downside support. Watch for contract renewal in the coming quarter as a potential positive catalyst.,2024-03-06,Underweight,Negative
NOTE0113,SEC038,FTS,R. Singh,Sector update -- technology sector showing neutral momentum heading into H2 2025. Fortis Inc (FTS) is our top pick given strong balance sheet. Peer V remains our underperform call. Bank of Canada rate cut expectations supports the neutral view.,2024-02-05,Underweight,Positive
NOTE0114,SEC008,CP,S. Patel,Initiating coverage of Canadian Pacific Kansas City (CP) with a Underweight recommendation and $304 12-month price target. The company's insurance premiums segment shows strong momentum with 11.7% YoY revenue growth. Valuation appears compelling at 26.9x forward earnings versus the sector average of 10.0x.,2025-11-09,Underweight,Positive
NOTE0115,SEC016,JNJ,L. Tremblay,Downgrading Johnson & Johnson (JNJ) to Buy following weaker-than-expected margin guidance. Management cited material cost pressures and commodity price volatility headwinds. Reducing price target to $131. Recommend trimming positions above 5% portfolio weight.,2024-03-13,Buy,Negative
NOTE0116,SEC018,V,S. Patel,Sector update -- infrastructure sector showing positive momentum heading into Q3 2025. Visa Inc (V) is our top pick given market share gains. Peer AMZN remains our underperform call. rising inflation supports the positive view.,2024-12-03,Market Perform,Negative
NOTE0117,SEC006,CNQ,S. Patel,Initiating coverage of Canadian Natural Resources (CNQ) with a Sell recommendation and $627 12-month price target. The company's wealth management segment shows strong momentum with 20.4% YoY revenue growth. Valuation appears compelling at 13.5x forward earnings versus the sector average of 11.2x.,2024-02-19,Sell,Positive
NOTE0118,SEC021,NESN,J. Nakamura,Downgrading Nestle SA (NESN) to Overweight following weaker-than-expected margin guidance. Management cited energy cost pressures and rising inflation headwinds. Reducing price target to $289. Recommend trimming positions above 5% portfolio weight.,2025-12-24,Overweight,Neutral
NOTE0119,SEC012,MSFT,S. Patel,Initiating coverage of Microsoft Corporation (MSFT) with a Overweight recommendation and $643 12-month price target. The company's pipeline throughput segment shows strong momentum with 8.3% YoY revenue growth. Valuation appears compelling at 16.6x forward earnings versus the sector average of 21.3x.,2024-10-19,Overweight,Negative
NOTE0120,SEC032,CRT,B. O'Brien,Maintaining Buy on CT Real Estate REIT (CRT). Q1 2024 results were in line with expectations. Management reaffirmed full-year guidance. Dividend yield of 6.1% provides downside support. Watch for regulatory approval in the coming quarter as a potential positive catalyst.,2024-06-21,Buy,Negative
NOTE0121,SEC034,IIP,L. Tremblay,Downgrading Interrent REIT (IIP) to Hold following weaker-than-expected margin guidance. Management cited material cost pressures and USD strength headwinds. Reducing price target to $79. Recommend trimming positions above 5% portfolio weight.,2024-11-08,Hold,Negative
NOTE0122,SEC033,AP,S. Patel,Maintaining Buy on Allied Properties REIT (AP). Q4 2024 results were in line with expectations. Management reaffirmed full-year guidance. Dividend yield of 3.8% provides downside support. Watch for contract renewal in the coming quarter as a potential positive catalyst.,2025-05-14,Buy,Positive
NOTE0123,SEC010,BCE,A. Okafor,Initiating coverage of BCE Inc (BCE) with a Market Perform recommendation and $196 12-month price target. The company's wealth management segment shows strong momentum with 8.9% YoY revenue growth. Valuation appears compelling at 16.6x forward earnings versus the sector average of 12.2x.,2025-02-08,Market Perform,Neutral
NOTE0124,SEC022,SAP,M. Chen,Downgrading SAP SE (SAP) to Buy following weaker-than-expected margin guidance. Management cited energy cost pressures and commodity price volatility headwinds. Reducing price target to $540. Recommend trimming positions above 5% portfolio weight.,2025-12-01,Buy,Positive
NOTE0125,SEC004,BMO,L. Tremblay,Initiating coverage of Bank of Montreal (BMO) with a Market Perform recommendation and $355 12-month price target. The company's energy production segment shows strong momentum with 2.2% YoY revenue growth. Valuation appears compelling at 17.6x forward earnings versus the sector average of 13.4x.,2025-08-28,Market Perform,Negative
NOTE0126,SEC010,BCE,R. Singh,We are upgrading BCE Inc (BCE) to Hold. Q4 earnings came in 24.8% above consensus driven by stronger insurance premiums. We raise our 12-month price target to $123 (from $106). Key risk: currency.,2024-04-22,Hold,Neutral
NOTE0127,SEC024,NOVO,A. Okafor,Initiating coverage of Novo Nordisk (NOVO) with a Sell recommendation and $575 12-month price target. The company's commercial lending segment shows strong momentum with 22.6% YoY revenue growth. Valuation appears compelling at 11.6x forward earnings versus the sector average of 10.0x.,2024-12-05,Sell,Neutral
NOTE0128,SEC024,NOVO,A. Okafor,RISK FLAG -- Novo Nordisk (NOVO): Flagging elevated geopolitical risk following recent merger integration challenges. Recommend reviewing client exposure limits. Current portfolio weight of 2.4% warrants monitoring. Suggest reducing to below 2.0% for conservative and moderate risk profiles.,2024-02-14,Market Perform,Positive
NOTE0129,SEC013,NVDA,M. Chen,RISK FLAG -- NVIDIA Corporation (NVDA): Flagging elevated credit risk following recent regulatory review announcement. Recommend reviewing client exposure limits. Current portfolio weight of 5.0% warrants monitoring. Suggest reducing to below 3.9% for conservative and moderate risk profiles.,2025-08-02,Overweight,Positive
NOTE0130,SEC013,NVDA,R. Singh,Maintaining Market Perform on NVIDIA Corporation (NVDA). Q1 2024 results were in line with expectations. Management reaffirmed full-year guidance. Dividend yield of 5.1% provides downside support. Watch for dividend announcement in the coming quarter as a potential positive catalyst.,2024-11-06,Market Perform,Positive
NOTE0131,SEC019,UNH,S. Patel,Initiating coverage of UnitedHealth Group (UNH) with a Market Perform recommendation and $451 12-month price target. The company's retail banking segment shows strong momentum with 3.0% YoY revenue growth. Valuation appears compelling at 12.8x forward earnings versus the sector average of 10.5x.,2025-12-23,Market Perform,Negative
NOTE0132,SEC017,XOM,L. Tremblay,Downgrading ExxonMobil Corporation (XOM) to Market Perform following weaker-than-expected margin guidance. Management cited energy cost pressures and consumer spending slowdown headwinds. Reducing price target to $339. Recommend trimming positions above 5% portfolio weight.,2025-03-28,Market Perform,Positive
NOTE0133,SEC021,NESN,R. Singh,Downgrading Nestle SA (NESN) to Sell following weaker-than-expected margin guidance. Management cited material cost pressures and rising inflation headwinds. Reducing price target to $474. Recommend trimming positions above 5% portfolio weight.,2024-06-15,Sell,Positive
NOTE0134,SEC026,CAN.GOV.2Y,A. Okafor,RISK FLAG -- Government of Canada 2-Year Bond (CAN.GOV.2Y): Flagging elevated concentration risk following recent supply chain disruption. Recommend reviewing client exposure limits. Current portfolio weight of 9.0% warrants monitoring. Suggest reducing to below 5.8% for conservative and moderate risk profiles.,2025-10-04,Market Perform,Negative
NOTE0135,SEC001,RY,M. Chen,We are upgrading Royal Bank of Canada (RY) to Buy. Q3 earnings came in 21.6% above consensus driven by stronger cloud services. We raise our 12-month price target to $443 (from $485). Key risk: execution.,2024-04-15,Buy,Negative
NOTE0136,SEC019,UNH,K. Williams,RISK FLAG -- UnitedHealth Group (UNH): Flagging elevated execution risk following recent earnings restatement. Recommend reviewing client exposure limits. Current portfolio weight of 4.9% warrants monitoring. Suggest reducing to below 3.4% for conservative and moderate risk profiles.,2024-03-27,Buy,Positive
NOTE0137,SEC039,GOLD.ETF,J. Nakamura,Downgrading iShares Gold Bullion ETF (GOLD.ETF) to Hold following weaker-than-expected margin guidance. Management cited energy cost pressures and USD strength headwinds. Reducing price target to $354. Recommend trimming positions above 5% portfolio weight.,2025-04-02,Hold,Negative
NOTE0138,SEC031,REI,B. O'Brien,We are upgrading RioCan REIT (REI) to Buy. Q4 earnings came in 8.4% above consensus driven by stronger pharmaceutical pipeline. We raise our 12-month price target to $471 (from $536). Key risk: concentration.,2025-06-29,Buy,Negative
NOTE0139,SEC015,JPM,J. Nakamura,We are upgrading JPMorgan Chase (JPM) to Overweight. Q1 earnings came in 15.3% above consensus driven by stronger cloud services. We raise our 12-month price target to $473 (from $462). Key risk: execution.,2024-09-05,Overweight,Positive
NOTE0140,SEC015,JPM,A. Okafor,Sector update -- technology sector showing positive momentum heading into H2 2025. JPMorgan Chase (JPM) is our top pick given market share gains. Peer AMZN remains our underperform call. rising inflation supports the positive view.,2024-07-05,Buy,Neutral
NOTE0141,SEC009,TRI,L. Tremblay,RISK FLAG -- Thomson Reuters (TRI): Flagging elevated regulatory risk following recent merger integration challenges. Recommend reviewing client exposure limits. Current portfolio weight of 4.2% warrants monitoring. Suggest reducing to below 2.7% for conservative and moderate risk profiles.,2025-03-09,Market Perform,Positive
NOTE0142,SEC018,V,S. Patel,RISK FLAG -- Visa Inc (V): Flagging elevated execution risk following recent regulatory review announcement. Recommend reviewing client exposure limits. Current portfolio weight of 10.0% warrants monitoring. Suggest reducing to below 8.9% for conservative and moderate risk profiles.,2024-04-16,Buy,Positive
NOTE0143,SEC024,NOVO,R. Singh,Initiating coverage of Novo Nordisk (NOVO) with a Underweight recommendation and $42 12-month price target. The company's energy production segment shows strong momentum with 14.5% YoY revenue growth. Valuation appears compelling at 9.3x forward earnings versus the sector average of 17.2x.,2024-01-09,Underweight,Neutral
NOTE0144,SEC019,UNH,S. Patel,RISK FLAG -- UnitedHealth Group (UNH): Flagging elevated regulatory risk following recent merger integration challenges. Recommend reviewing client exposure limits. Current portfolio weight of 5.5% warrants monitoring. Suggest reducing to below 4.5% for conservative and moderate risk profiles.,2025-10-02,Overweight,Positive
NOTE0145,SEC015,JPM,L. Tremblay,Sector update -- financial sector showing neutral momentum heading into Q3 2025. JPMorgan Chase (JPM) is our top pick given dividend growth track record. Peer CP remains our underperform call. USD strength supports the neutral view.,2025-09-17,Hold,Negative
NOTE0146,SEC005,ENB,S. Patel,RISK FLAG -- Enbridge Inc (ENB): Flagging elevated credit risk following recent CEO departure. Recommend reviewing client exposure limits. Current portfolio weight of 11.7% warrants monitoring. Suggest reducing to below 9.8% for conservative and moderate risk profiles.,2024-03-13,Hold,Positive
NOTE0147,SEC030,HYG,B. O'Brien,Maintaining Sell on iShares High Yield Bond ETF (HYG). Q4 2024 results were in line with expectations. Management reaffirmed full-year guidance. Dividend yield of 7.8% provides downside support. Watch for regulatory approval in the coming quarter as a potential positive catalyst.,2024-09-26,Sell,Negative
NOTE0148,SEC003,BNS,A. Okafor,Sector update -- healthcare sector showing neutral momentum heading into 2026. Bank of Nova Scotia (BNS) is our top pick given strong balance sheet. Peer BMO remains our underperform call. Bank of Canada rate cut expectations supports the neutral view.,2024-04-20,Underweight,Neutral
NOTE0149,SEC028,PROV.ON.5Y,B. O'Brien,Maintaining Hold on Province of Ontario 5-Year Bond (PROV.ON.5Y). Q3 2024 results were in line with expectations. Management reaffirmed full-year guidance. Dividend yield of 4.9% provides downside support. Watch for analyst day in the coming quarter as a potential positive catalyst.,2024-08-06,Hold,Positive
NOTE0150,SEC014,AMZN,K. Williams,Sector update -- real estate sector showing cautious momentum heading into 2026. Amazon.com Inc (AMZN) is our top pick given valuation discount. Peer SU remains our underperform call. USD strength supports the cautious view.,2025-03-05,Buy,Neutral
NOTE0151,SEC031,REI,R. Singh,Sector update -- technology sector showing cautious momentum heading into 2026. RioCan REIT (REI) is our top pick given strong balance sheet. Peer AMZN remains our underperform call. USD strength supports the cautious view.,2025-06-17,Underweight,Negative
NOTE0152,SEC001,RY,S. Patel,Downgrading Royal Bank of Canada (RY) to Overweight following weaker-than-expected margin guidance. Management cited labour cost pressures and rising inflation headwinds. Reducing price target to $515. Recommend trimming positions above 5% portfolio weight.,2025-12-17,Overweight,Neutral
NOTE0153,SEC030,HYG,M. Chen,Maintaining Overweight on iShares High Yield Bond ETF (HYG). Q4 2024 results were in line with expectations. Management reaffirmed full-year guidance. Dividend yield of 7.6% provides downside support. Watch for regulatory approval in the coming quarter as a potential positive catalyst.,2025-09-23,Overweight,Neutral
NOTE0154,SEC007,SU,K. Williams,Sector update -- real estate sector showing cautious momentum heading into Q3 2025. Suncor Energy (SU) is our top pick given dividend growth track record. Peer RY remains our underperform call. rising inflation supports the cautious view.,2024-08-17,Overweight,Negative
NOTE0155,SEC019,UNH,M. Chen,Sector update -- infrastructure sector showing cautious momentum heading into H2 2025. UnitedHealth Group (UNH) is our top pick given market share gains. Peer NVDA remains our underperform call. rising inflation supports the cautious view.,2025-08-14,Sell,Neutral
NOTE0156,SEC009,TRI,M. Chen,Maintaining Market Perform on Thomson Reuters (TRI). Q1 2025 results were in line with expectations. Management reaffirmed full-year guidance. Dividend yield of 2.6% provides downside support. Watch for Q3 earnings release in the coming quarter as a potential positive catalyst.,2025-09-24,Market Perform,Negative
NOTE0157,SEC035,AQN,S. Patel,RISK FLAG -- Algonquin Power & Utilities (AQN): Flagging elevated geopolitical risk following recent earnings restatement. Recommend reviewing client exposure limits. Current portfolio weight of 3.6% warrants monitoring. Suggest reducing to below 3.1% for conservative and moderate risk profiles.,2024-04-23,Buy,Neutral
NOTE0158,SEC039,GOLD.ETF,R. Singh,We are upgrading iShares Gold Bullion ETF (GOLD.ETF) to Buy. Q1 earnings came in 6.2% above consensus driven by stronger semiconductor sales. We raise our 12-month price target to $131 (from $122). Key risk: credit.,2024-01-11,Buy,Positive
NOTE0159,SEC037,TRP,L. Tremblay,RISK FLAG -- TC Energy (TRP): Flagging elevated geopolitical risk following recent merger integration challenges. Recommend reviewing client exposure limits. Current portfolio weight of 1.1% warrants monitoring. Suggest reducing to below 0.8% for conservative and moderate risk profiles.,2024-01-31,Market Perform,Neutral
NOTE0160,SEC009,TRI,R. Singh,We are upgrading Thomson Reuters (TRI) to Hold. Q4 earnings came in 8.2% above consensus driven by stronger semiconductor sales. We raise our 12-month price target to $588 (from $666). Key risk: concentration.,2024-06-18,Hold,Positive
NOTE0161,SEC032,CRT,J. Nakamura,Maintaining Overweight on CT Real Estate REIT (CRT). Q3 2024 results were in line with expectations. Management reaffirmed full-year guidance. Dividend yield of 4.6% provides downside support. Watch for analyst day in the coming quarter as a potential positive catalyst.,2024-01-31,Overweight,Positive
NOTE0162,SEC012,MSFT,L. Tremblay,Maintaining Sell on Microsoft Corporation (MSFT). Q3 2024 results were in line with expectations. Management reaffirmed full-year guidance. Dividend yield of 6.7% provides downside support. Watch for dividend announcement in the coming quarter as a potential positive catalyst.,2024-04-15,Sell,Negative
NOTE0163,SEC018,V,J. Nakamura,RISK FLAG -- Visa Inc (V): Flagging elevated interest rate risk following recent credit rating downgrade. Recommend reviewing client exposure limits. Current portfolio weight of 5.8% warrants monitoring. Suggest reducing to below 4.9% for conservative and moderate risk profiles.,2024-08-30,Market Perform,Negative
NOTE0164,SEC002,TD,S. Patel,We are upgrading Toronto-Dominion Bank (TD) to Sell. Q1 earnings came in 24.7% above consensus driven by stronger cloud services. We raise our 12-month price target to $522 (from $578). Key risk: interest rate.,2025-07-23,Sell,Neutral
NOTE0165,SEC032,CRT,L. Tremblay,We are upgrading CT Real Estate REIT (CRT) to Underweight. Q1 earnings came in 12.5% above consensus driven by stronger energy production. We raise our 12-month price target to $327 (from $346). Key risk: interest rate.,2025-01-12,Underweight,Negative
NOTE0166,SEC001,RY,L. Tremblay,We are upgrading Royal Bank of Canada (RY) to Market Perform. Q3 earnings came in 4.5% above consensus driven by stronger wealth management. We raise our 12-month price target to $223 (from $242). Key risk: regulatory.,2025-08-14,Market Perform,Neutral
NOTE0167,SEC032,CRT,S. Patel,Initiating coverage of CT Real Estate REIT (CRT) with a Sell recommendation and $623 12-month price target. The company's commercial lending segment shows strong momentum with 4.1% YoY revenue growth. Valuation appears compelling at 23.3x forward earnings versus the sector average of 18.5x.,2024-12-14,Sell,Positive
NOTE0168,SEC038,FTS,S. Patel,RISK FLAG -- Fortis Inc (FTS): Flagging elevated execution risk following recent CEO departure. Recommend reviewing client exposure limits. Current portfolio weight of 11.1% warrants monitoring. Suggest reducing to below 7.4% for conservative and moderate risk profiles.,2024-05-30,Underweight,Neutral
NOTE0169,SEC007,SU,K. Williams,We are upgrading Suncor Energy (SU) to Market Perform. Q1 earnings came in 6.3% above consensus driven by stronger cloud services. We raise our 12-month price target to $208 (from $233). Key risk: concentration.,2024-04-10,Market Perform,Positive
NOTE0170,SEC025,ASML,L. Tremblay,Maintaining Market Perform on ASML Holding (ASML). Q1 2025 results were in line with expectations. Management reaffirmed full-year guidance. Dividend yield of 5.1% provides downside support. Watch for analyst day in the coming quarter as a potential positive catalyst.,2025-09-27,Market Perform,Negative
NOTE0171,SEC026,CAN.GOV.2Y,S. Patel,Maintaining Overweight on Government of Canada 2-Year Bond (CAN.GOV.2Y). Q1 2024 results were in line with expectations. Management reaffirmed full-year guidance. Dividend yield of 6.7% provides downside support. Watch for contract renewal in the coming quarter as a potential positive catalyst.,2024-06-19,Overweight,Positive
NOTE0172,SEC022,SAP,L. Tremblay,Downgrading SAP SE (SAP) to Overweight following weaker-than-expected margin guidance. Management cited energy cost pressures and Bank of Canada rate cut expectations headwinds. Reducing price target to $771. Recommend trimming positions above 5% portfolio weight.,2025-06-21,Overweight,Negative
NOTE0173,SEC011,AAPL,A. Okafor,We are upgrading Apple Inc (AAPL) to Hold. Q4 earnings came in 9.7% above consensus driven by stronger retail banking. We raise our 12-month price target to $98 (from $107). Key risk: liquidity.,2025-02-24,Hold,Positive
NOTE0174,SEC010,BCE,L. Tremblay,Maintaining Sell on BCE Inc (BCE). Q3 2024 results were in line with expectations. Management reaffirmed full-year guidance. Dividend yield of 2.5% provides downside support. Watch for regulatory approval in the coming quarter as a potential positive catalyst.,2024-02-12,Sell,Negative
NOTE0175,SEC034,IIP,R. Singh,Initiating coverage of Interrent REIT (IIP) with a Market Perform recommendation and $671 12-month price target. The company's pharmaceutical pipeline segment shows strong momentum with 20.3% YoY revenue growth. Valuation appears compelling at 19.3x forward earnings versus the sector average of 19.5x.,2024-01-16,Market Perform,Neutral
NOTE0176,SEC003,BNS,B. O'Brien,Initiating coverage of Bank of Nova Scotia (BNS) with a Hold recommendation and $664 12-month price target. The company's insurance premiums segment shows strong momentum with 13.2% YoY revenue growth. Valuation appears compelling at 8.1x forward earnings versus the sector average of 14.2x.,2024-12-29,Hold,Positive
NOTE0177,SEC025,ASML,A. Okafor,Maintaining Overweight on ASML Holding (ASML). Q1 2024 results were in line with expectations. Management reaffirmed full-year guidance. Dividend yield of 5.4% provides downside support. Watch for dividend announcement in the coming quarter as a potential positive catalyst.,2025-01-19,Overweight,Neutral
NOTE0178,SEC007,SU,R. Singh,RISK FLAG -- Suncor Energy (SU): Flagging elevated interest rate risk following recent earnings restatement. Recommend reviewing client exposure limits. Current portfolio weight of 5.6% warrants monitoring. Suggest reducing to below 4.0% for conservative and moderate risk profiles.,2024-02-24,Hold,Neutral
NOTE0179,SEC009,TRI,L. Tremblay,Sector update -- healthcare sector showing neutral momentum heading into Q3 2025. Thomson Reuters (TRI) is our top pick given market share gains. Peer TD remains our underperform call. commodity price volatility supports the neutral view.,2025-06-12,Overweight,Positive
NOTE0180,SEC036,BIP,M. Chen,Maintaining Market Perform on Brookfield Infrastructure (BIP). Q1 2024 results were in line with expectations. Management reaffirmed full-year guidance. Dividend yield of 6.3% provides downside support. Watch for Q3 earnings release in the coming quarter as a potential positive catalyst.,2025-06-01,Market Perform,Neutral
NOTE0181,SEC026,CAN.GOV.2Y,L. Tremblay,We are upgrading Government of Canada 2-Year Bond (CAN.GOV.2Y) to Buy. Q1 earnings came in 6.2% above consensus driven by stronger semiconductor sales. We raise our 12-month price target to $254 (from $253). Key risk: regulatory.,2025-05-02,Buy,Neutral
NOTE0182,SEC019,UNH,M. Chen,Sector update -- infrastructure sector showing cautious momentum heading into H2 2025. UnitedHealth Group (UNH) is our top pick given market share gains. Peer JPM remains our underperform call. Bank of Canada rate cut expectations supports the cautious view.,2024-12-29,Sell,Positive
NOTE0183,SEC030,HYG,S. Patel,Maintaining Market Perform on iShares High Yield Bond ETF (HYG). Q3 2024 results were in line with expectations. Management reaffirmed full-year guidance. Dividend yield of 4.1% provides downside support. Watch for contract renewal in the coming quarter as a potential positive catalyst.,2025-10-22,Market Perform,Neutral
NOTE0184,SEC025,ASML,L. Tremblay,RISK FLAG -- ASML Holding (ASML): Flagging elevated credit risk following recent regulatory review announcement. Recommend reviewing client exposure limits. Current portfolio weight of 4.6% warrants monitoring. Suggest reducing to below 4.1% for conservative and moderate risk profiles.,2024-08-30,Overweight,Positive
NOTE0185,SEC012,MSFT,B. O'Brien,Maintaining Market Perform on Microsoft Corporation (MSFT). Q4 2024 results were in line with expectations. Management reaffirmed full-year guidance. Dividend yield of 7.1% provides downside support. Watch for dividend announcement in the coming quarter as a potential positive catalyst.,2025-03-24,Market Perform,Negative
NOTE0186,SEC019,UNH,L. Tremblay,Downgrading UnitedHealth Group (UNH) to Hold following weaker-than-expected margin guidance. Management cited material cost pressures and commodity price volatility headwinds. Reducing price target to $599. Recommend trimming positions above 5% portfolio weight.,2024-07-31,Hold,Negative
NOTE0187,SEC031,REI,R. Singh,Initiating coverage of RioCan REIT (REI) with a Underweight recommendation and $298 12-month price target. The company's insurance premiums segment shows strong momentum with 21.6% YoY revenue growth. Valuation appears compelling at 24.0x forward earnings versus the sector average of 15.3x.,2024-09-14,Underweight,Neutral
NOTE0188,SEC023,SHEL,L. Tremblay,Downgrading Shell PLC (SHEL) to Buy following weaker-than-expected margin guidance. Management cited energy cost pressures and Bank of Canada rate cut expectations headwinds. Reducing price target to $775. Recommend trimming positions above 5% portfolio weight.,2025-07-14,Buy,Negative
NOTE0189,SEC022,SAP,B. O'Brien,We are upgrading SAP SE (SAP) to Market Perform. Q4 earnings came in 23.8% above consensus driven by stronger commercial lending. We raise our 12-month price target to $204 (from $178). Key risk: execution.,2024-11-06,Market Perform,Positive
NOTE0190,SEC002,TD,L. Tremblay,We are upgrading Toronto-Dominion Bank (TD) to Buy. Q4 earnings came in 14.3% above consensus driven by stronger wealth management. We raise our 12-month price target to $623 (from $681). Key risk: concentration.,2024-12-17,Buy,Neutral
NOTE0191,SEC004,BMO,R. Singh,Downgrading Bank of Montreal (BMO) to Hold following weaker-than-expected margin guidance. Management cited labour cost pressures and rising inflation headwinds. Reducing price target to $92. Recommend trimming positions above 5% portfolio weight.,2024-05-12,Hold,Negative
NOTE0192,SEC026,CAN.GOV.2Y,S. Patel,Sector update -- energy sector showing cautious momentum heading into Q3 2025. Government of Canada 2-Year Bond (CAN.GOV.2Y) is our top pick given market share gains. Peer XOM remains our underperform call. consumer spending slowdown supports the cautious view.,2024-02-25,Overweight,Neutral
NOTE0193,SEC027,CAN.GOV.10Y,J. Nakamura,RISK FLAG -- Government of Canada 10-Year Bond (CAN.GOV.10Y): Flagging elevated geopolitical risk following recent regulatory review announcement. Recommend reviewing client exposure limits. Current portfolio weight of 7.1% warrants monitoring. Suggest reducing to below 4.5% for conservative and moderate risk profiles.,2024-11-03,Market Perform,Positive
NOTE0194,SEC004,BMO,J. Nakamura,RISK FLAG -- Bank of Montreal (BMO): Flagging elevated liquidity risk following recent merger integration challenges. Recommend reviewing client exposure limits. Current portfolio weight of 8.3% warrants monitoring. Suggest reducing to below 6.3% for conservative and moderate risk profiles.,2024-02-28,Sell,Positive
NOTE0195,SEC036,BIP,J. Nakamura,Sector update -- technology sector showing neutral momentum heading into 2026. Brookfield Infrastructure (BIP) is our top pick given superior management execution. Peer UNH remains our underperform call. Bank of Canada rate cut expectations supports the neutral view.,2024-02-09,Overweight,Negative
NOTE0196,SEC018,V,J. Nakamura,Initiating coverage of Visa Inc (V) with a Sell recommendation and $534 12-month price target. The company's pharmaceutical pipeline segment shows strong momentum with 20.6% YoY revenue growth. Valuation appears compelling at 20.2x forward earnings versus the sector average of 11.5x.,2024-02-29,Sell,Negative
NOTE0197,SEC006,CNQ,L. Tremblay,RISK FLAG -- Canadian Natural Resources (CNQ): Flagging elevated interest rate risk following recent supply chain disruption. Recommend reviewing client exposure limits. Current portfolio weight of 6.4% warrants monitoring. Suggest reducing to below 4.3% for conservative and moderate risk profiles.,2024-03-03,Sell,Negative
NOTE0198,SEC017,XOM,K. Williams,We are upgrading ExxonMobil Corporation (XOM) to Sell. Q1 earnings came in 10.1% above consensus driven by stronger energy production. We raise our 12-month price target to $549 (from $608). Key risk: geopolitical.,2025-09-13,Sell,Neutral
NOTE0199,SEC022,SAP,S. Patel,Sector update -- real estate sector showing neutral momentum heading into H2 2025. SAP SE (SAP) is our top pick given valuation discount. Peer NVDA remains our underperform call. consumer spending slowdown supports the neutral view.,2024-03-20,Overweight,Positive
NOTE0200,SEC037,TRP,S. Patel,RISK FLAG -- TC Energy (TRP): Flagging elevated currency risk following recent earnings restatement. Recommend reviewing client exposure limits. Current portfolio weight of 7.7% warrants monitoring. Suggest reducing to below 6.1% for conservative and moderate risk profiles.,2025-12-10,Underweight,Positive
