POSITION_ID,CLIENT_ID,SECURITY_ID,TICKER,QUANTITY,MARKET_VALUE,COST_BASIS,UNREALIZED_GAIN_LOSS,ASSET_CLASS,CURRENCY,AS_OF_DATE,STATUS
POS00225,CLI0055,SEC004,BMO,292.92,116117.04,93160.28,22956.76,Canadian Equity,Canada,2025-01-19,Active
POS00226,CLI0056,SEC026,CAN.GOV.2Y,1502.11,777411.86,524056.14,253355.72,Fixed Income,Canada,2025-04-10,Closed
POS00227,CLI0056,SEC033,AP,661.31,5698.75,4113.35,1585.4,Real Estate,Canada,2024-04-05,Active
POS00228,CLI0057,SEC041,GSY,1593.4,504916.29,321659.66,183256.63,Canadian Equity,Canada,2024-08-04,Active
POS00229,CLI0057,SEC043,SLF,652.5,110981.51,94860.45,16121.06,Canadian Equity,Canada,2024-05-13,Active
POS00230,CLI0057,SEC045,GWO,975.82,221920.03,170914.87,51005.16,Canadian Equity,Canada,2024-02-19,Active
POS00231,CLI0057,SEC023,SHEL,1256.1,350381.46,526519.44,-176137.98,International Equity,United Kingdom,2024-06-10,Active
POS00232,CLI0057,SEC005,ENB,11.35,4580.96,5439.26,-858.3,Canadian Equity,Canada,2025-12-06,Pending Settlement
POS00233,CLI0058,SEC011,AAPL,727.27,42678.23,33308.97,9369.26,US Equity,United States,2025-10-26,Active
POS00234,CLI0058,SEC018,V,798.72,164024.78,124784.03,39240.75,US Equity,United States,2024-08-27,Active
POS00235,CLI0058,SEC006,CNQ,191.49,8510.84,9980.46,-1469.62,Canadian Equity,Canada,2024-03-20,Active
POS00236,CLI0058,SEC042,MFC,460.12,103548.72,157172.39,-53623.67,Canadian Equity,Canada,2025-12-13,Active
POS00237,CLI0059,SEC028,PROV.ON.5Y,273.03,11089.79,10937.58,152.21,Fixed Income,Canada,2024-04-14,Active
POS00238,CLI0059,SEC045,GWO,741.45,115080.66,113538.24,1542.42,Canadian Equity,Canada,2024-05-16,Active
POS00239,CLI0060,SEC005,ENB,26.86,9374.42,8776.77,597.65,Canadian Equity,Canada,2024-08-06,Active
POS00240,CLI0060,SEC034,IIP,311.23,84625.69,64984.82,19640.87,Real Estate,Canada,2024-08-10,Active
POS00241,CLI0060,SEC037,TRP,209.93,95888.16,79240.18,16647.98,Infrastructure,Canada,2025-01-28,Active
POS00242,CLI0061,SEC021,NESN,177.65,60453.7,49551.91,10901.79,International Equity,Switzerland,2025-09-14,Active
POS00243,CLI0061,SEC009,TRI,1883.15,50077.13,34423.98,15653.15,Canadian Equity,Canada,2024-11-04,Active
POS00244,CLI0061,SEC016,JNJ,1217.78,122460.5,119805.2,2655.3,US Equity,United States,2025-10-23,Active
POS00245,CLI0061,SEC018,V,1796.85,961199.13,858103.69,103095.44,US Equity,United States,2024-04-25,Active
POS00246,CLI0061,SEC042,MFC,1279.78,76781.27,51383.17,25398.1,Canadian Equity,Canada,2024-01-13,Closed
POS00247,CLI0062,SEC009,TRI,737.17,347624.84,252893.54,94731.3,Canadian Equity,Canada,2024-03-15,Active
POS00248,CLI0062,SEC025,ASML,144.39,13385.88,19460.88,-6075.0,International Equity,Netherlands,2024-03-02,Pending Settlement
POS00249,CLI0062,SEC037,TRP,801.97,156237.01,117737.22,38499.79,Infrastructure,Canada,2025-03-01,Active
POS00250,CLI0062,SEC027,CAN.GOV.10Y,810.53,303016.67,261047.4,41969.27,Fixed Income,Canada,2024-06-05,Active
POS00251,CLI0063,SEC006,CNQ,1077.42,267765.05,213770.9,53994.15,Canadian Equity,Canada,2025-10-27,Active
POS00252,CLI0063,SEC033,AP,141.57,66727.56,49668.42,17059.14,Real Estate,Canada,2024-09-01,Active
POS00253,CLI0063,SEC014,AMZN,181.56,43180.48,39955.91,3224.57,US Equity,United States,2025-09-15,Active
POS00254,CLI0063,SEC010,BCE,1335.5,360811.33,441703.27,-80891.94,Canadian Equity,Canada,2024-01-13,Active
POS00255,CLI0064,SEC011,AAPL,1906.5,701248.52,503106.28,198142.24,US Equity,United States,2024-09-22,Active
POS00256,CLI0064,SEC032,CRT,262.59,93109.18,102846.0,-9736.82,Real Estate,Canada,2024-04-30,Active
POS00257,CLI0065,SEC022,SAP,551.24,26781.45,20186.41,6595.04,International Equity,Germany,2025-08-13,Active
POS00258,CLI0065,SEC028,PROV.ON.5Y,997.33,180691.96,257151.57,-76459.61,Fixed Income,Canada,2025-08-03,Active
POS00259,CLI0066,SEC017,XOM,1789.59,460385.85,606116.24,-145730.39,US Equity,United States,2025-06-05,Active
POS00260,CLI0066,SEC050,ZRE,1718.79,13210.62,19044.19,-5833.57,Real Estate,Canada,2025-01-07,Active
POS00261,CLI0066,SEC007,SU,308.67,210633.8,143815.53,66818.27,Canadian Equity,Canada,2025-07-20,Active
POS00262,CLI0067,SEC015,JPM,646.67,319280.38,267637.31,51643.07,US Equity,United States,2024-05-02,Active
POS00263,CLI0067,SEC021,NESN,1804.86,239353.82,169259.77,70094.05,International Equity,Switzerland,2024-02-17,Closed
POS00264,CLI0067,SEC016,JNJ,147.16,31783.18,34614.98,-2831.8,US Equity,United States,2024-11-14,Active
POS00265,CLI0067,SEC027,CAN.GOV.10Y,1110.65,8346.87,9929.21,-1582.34,Fixed Income,Canada,2025-07-31,Active
POS00266,CLI0067,SEC047,CASH.ETF,1481.76,185312.58,185338.54,-25.96,Cash,Canada,2025-05-20,Closed
POS00267,CLI0068,SEC047,CASH.ETF,1593.99,194690.56,126770.02,67920.54,Cash,Canada,2024-01-25,Active
POS00268,CLI0068,SEC035,AQN,699.38,436327.38,294152.23,142175.15,Infrastructure,Canada,2024-12-09,Active
POS00269,CLI0068,SEC049,VEA,1318.03,751556.12,560505.44,191050.68,International Equity,United States,2024-04-16,Active
POS00270,CLI0069,SEC027,CAN.GOV.10Y,1945.39,134461.45,146818.58,-12357.13,Fixed Income,Canada,2024-02-14,Pending Settlement
POS00271,CLI0069,SEC032,CRT,1795.6,619678.12,470949.97,148728.15,Real Estate,Canada,2025-01-16,Active
POS00272,CLI0069,SEC004,BMO,1498.32,495266.88,438228.63,57038.25,Canadian Equity,Canada,2025-10-14,Active
POS00273,CLI0070,SEC038,FTS,133.94,34520.35,44589.97,-10069.62,Infrastructure,Canada,2024-10-25,Active
POS00274,CLI0070,SEC037,TRP,636.87,336342.32,255639.62,80702.7,Infrastructure,Canada,2024-11-30,Active
POS00275,CLI0071,SEC015,JPM,1562.07,366850.82,459920.27,-93069.45,US Equity,United States,2024-06-17,Active
POS00276,CLI0071,SEC005,ENB,634.93,40722.23,41118.07,-395.84,Canadian Equity,Canada,2024-07-31,Active
POS00277,CLI0071,SEC013,NVDA,932.06,292866.78,397970.98,-105104.2,US Equity,United States,2025-12-03,Active
POS00278,CLI0071,SEC009,TRI,1412.36,366340.66,428834.87,-62494.21,Canadian Equity,Canada,2024-12-01,Active
POS00279,CLI0072,SEC023,SHEL,107.41,23474.45,16426.21,7048.24,International Equity,United Kingdom,2024-06-27,Active
POS00280,CLI0072,SEC026,CAN.GOV.2Y,814.74,253691.1,186445.1,67246.0,Fixed Income,Canada,2024-09-12,Active
POS00281,CLI0072,SEC033,AP,212.8,64813.68,84681.63,-19867.95,Real Estate,Canada,2024-03-04,Active
POS00282,CLI0073,SEC009,TRI,750.76,300451.82,237990.92,62460.9,Canadian Equity,Canada,2025-08-19,Active
POS00283,CLI0073,SEC013,NVDA,1835.68,123501.64,77318.84,46182.8,US Equity,United States,2024-07-21,Pending Settlement
POS00284,CLI0073,SEC026,CAN.GOV.2Y,892.43,92634.59,61354.56,31280.03,Fixed Income,Canada,2024-12-05,Active
POS00285,CLI0074,SEC004,BMO,796.05,20258.23,15594.62,4663.61,Canadian Equity,Canada,2024-06-25,Active
POS00286,CLI0074,SEC011,AAPL,1817.53,275395.92,256489.83,18906.09,US Equity,United States,2024-06-01,Active
POS00287,CLI0074,SEC037,TRP,1242.16,146373.8,157331.99,-10958.19,Infrastructure,Canada,2025-02-25,Pending Settlement
POS00288,CLI0074,SEC028,PROV.ON.5Y,963.27,47288.19,46641.53,646.66,Fixed Income,Canada,2025-03-05,Active
POS00289,CLI0074,SEC047,CASH.ETF,1770.46,586716.63,469667.63,117049.0,Cash,Canada,2025-07-10,Active
POS00290,CLI0075,SEC046,BAM,694.63,189164.7,197969.55,-8804.85,Canadian Equity,Canada,2024-10-03,Active
POS00291,CLI0075,SEC023,SHEL,644.57,109722.41,73100.68,36621.73,International Equity,United Kingdom,2024-10-14,Active
POS00292,CLI0075,SEC031,REI,1983.15,730108.59,529639.87,200468.72,Real Estate,Canada,2024-08-26,Closed
POS00293,CLI0075,SEC035,AQN,209.27,62402.58,69090.49,-6687.91,Infrastructure,Canada,2024-02-27,Active
POS00294,CLI0075,SEC032,CRT,1896.13,870658.54,549820.82,320837.72,Real Estate,Canada,2025-02-01,Active
POS00295,CLI0076,SEC012,MSFT,642.83,235898.67,238078.52,-2179.85,US Equity,United States,2025-08-28,Active
POS00296,CLI0076,SEC016,JNJ,1404.12,789030.37,665609.04,123421.33,US Equity,United States,2025-07-30,Pending Settlement
POS00297,CLI0076,SEC038,FTS,1675.03,1069363.13,680313.43,389049.7,Infrastructure,Canada,2025-07-09,Active
POS00298,CLI0077,SEC003,BNS,445.43,76972.95,118301.75,-41328.8,Canadian Equity,Canada,2025-09-20,Active
POS00299,CLI0077,SEC006,CNQ,269.67,147790.03,97048.84,50741.19,Canadian Equity,Canada,2024-11-27,Active
POS00300,CLI0077,SEC004,BMO,303.95,84375.48,107543.59,-23168.11,Canadian Equity,Canada,2024-04-23,Active
POS00301,CLI0077,SEC015,JPM,1722.73,831802.53,827737.31,4065.22,US Equity,United States,2025-11-09,Active
POS00302,CLI0077,SEC039,GOLD.ETF,211.05,25400.15,32579.79,-7179.64,Alternatives,Canada,2024-06-10,Active
POS00303,CLI0078,SEC041,GSY,1417.29,600063.77,401348.18,198715.59,Canadian Equity,Canada,2025-09-20,Active
POS00304,CLI0078,SEC032,CRT,454.24,109990.43,134695.79,-24705.36,Real Estate,Canada,2024-11-10,Active
POS00305,CLI0078,SEC042,MFC,596.09,36116.67,55418.49,-19301.82,Canadian Equity,Canada,2025-12-19,Pending Settlement
POS00306,CLI0078,SEC021,NESN,789.29,614878.99,392411.31,222467.68,International Equity,Switzerland,2024-02-03,Active
POS00307,CLI0078,SEC012,MSFT,643.25,320931.57,260747.82,60183.75,US Equity,United States,2025-10-16,Active
POS00308,CLI0079,SEC010,BCE,700.15,143295.65,114236.47,29059.18,Canadian Equity,Canada,2024-03-31,Active
POS00309,CLI0079,SEC022,SAP,1343.35,476405.76,491666.1,-15260.34,International Equity,Germany,2024-01-12,Active
POS00310,CLI0079,SEC048,XAW,506.59,17460.08,19534.11,-2074.03,International Equity,Canada,2024-04-20,Active
POS00311,CLI0079,SEC005,ENB,105.81,24624.21,23481.36,1142.85,Canadian Equity,Canada,2024-06-19,Pending Settlement
POS00312,CLI0079,SEC016,JNJ,991.23,222959.73,190772.13,32187.6,US Equity,United States,2024-04-13,Active
POS00313,CLI0080,SEC042,MFC,156.68,61741.89,66377.48,-4635.59,Canadian Equity,Canada,2024-11-22,Active
POS00314,CLI0080,SEC049,VEA,218.4,56821.95,38045.28,18776.67,International Equity,United States,2024-06-13,Active
POS00315,CLI0080,SEC044,POW,1098.62,364725.05,493906.59,-129181.54,Canadian Equity,Canada,2025-08-31,Closed
POS00316,CLI0080,SEC015,JPM,1787.52,670083.87,632299.45,37784.42,US Equity,United States,2025-10-31,Active
POS00317,CLI0080,SEC011,AAPL,1780.61,109975.02,147381.09,-37406.07,US Equity,United States,2024-07-29,Closed
POS00318,CLI0080,SEC029,CORP.BOND.A,824.47,352144.98,230266.23,121878.75,Fixed Income,Canada,2025-07-07,Active
POS00319,CLI0081,SEC020,PG,791.88,244954.1,219414.11,25539.99,US Equity,United States,2024-02-25,Active
POS00320,CLI0081,SEC016,JNJ,860.94,166041.76,129829.75,36212.01,US Equity,United States,2025-09-06,Active
POS00321,CLI0081,SEC007,SU,203.0,27399.89,21810.32,5589.57,Canadian Equity,Canada,2024-03-24,Active
POS00322,CLI0081,SEC004,BMO,239.86,103580.37,94387.31,9193.06,Canadian Equity,Canada,2025-11-07,Active
POS00323,CLI0082,SEC025,ASML,897.09,132548.62,121403.19,11145.43,International Equity,Netherlands,2024-08-19,Active
POS00324,CLI0082,SEC012,MSFT,1132.85,118589.66,90412.76,28176.9,US Equity,United States,2024-04-09,Active
POS00325,CLI0082,SEC024,NOVO,694.14,297948.43,189514.1,108434.33,International Equity,Denmark,2025-08-26,Active
POS00326,CLI0082,SEC050,ZRE,131.36,29610.59,25828.0,3782.59,Real Estate,Canada,2025-07-02,Active
POS00327,CLI0082,SEC048,XAW,1873.36,472273.77,540445.63,-68171.86,International Equity,Canada,2024-11-02,Active
POS00328,CLI0082,SEC049,VEA,1806.53,730051.96,647785.53,82266.43,International Equity,United States,2025-06-13,Active
POS00329,CLI0083,SEC010,BCE,1618.84,114908.22,109206.95,5701.27,Canadian Equity,Canada,2025-11-30,Active
POS00330,CLI0083,SEC008,CP,1994.57,907627.49,629246.94,278380.55,Canadian Equity,Canada,2024-09-21,Active
POS00331,CLI0083,SEC029,CORP.BOND.A,1456.93,431936.11,589532.16,-157596.05,Fixed Income,Canada,2025-07-23,Active
POS00332,CLI0083,SEC012,MSFT,658.99,101353.67,93392.06,7961.61,US Equity,United States,2024-01-13,Active
POS00333,CLI0083,SEC011,AAPL,1249.89,345579.7,329558.5,16021.2,US Equity,United States,2025-02-28,Active
POS00334,CLI0083,SEC014,AMZN,1137.52,522900.34,333782.49,189117.85,US Equity,United States,2024-04-12,Pending Settlement
POS00335,CLI0084,SEC050,ZRE,535.63,210384.26,176286.55,34097.71,Real Estate,Canada,2025-04-29,Active
POS00336,CLI0084,SEC007,SU,558.07,52236.93,42530.51,9706.42,Canadian Equity,Canada,2025-12-11,Active
POS00337,CLI0084,SEC019,UNH,797.63,458429.25,351021.01,107408.24,US Equity,United States,2024-02-20,Active
POS00338,CLI0084,SEC035,AQN,1842.46,553659.99,827319.81,-273659.82,Infrastructure,Canada,2024-11-06,Active
POS00339,CLI0084,SEC023,SHEL,1687.26,943247.44,725234.97,218012.47,International Equity,United Kingdom,2024-08-21,Active
POS00340,CLI0084,SEC027,CAN.GOV.10Y,1948.7,627136.38,437171.36,189965.02,Fixed Income,Canada,2024-10-02,Active
POS00341,CLI0085,SEC042,MFC,1484.48,833469.25,565512.66,267956.59,Canadian Equity,Canada,2024-02-27,Active
POS00342,CLI0085,SEC006,CNQ,326.36,58716.32,51894.5,6821.82,Canadian Equity,Canada,2024-05-18,Active
POS00343,CLI0085,SEC013,NVDA,1053.33,245956.57,301768.51,-55811.94,US Equity,United States,2024-07-24,Active
POS00344,CLI0085,SEC029,CORP.BOND.A,506.49,178041.66,116968.8,61072.86,Fixed Income,Canada,2025-12-22,Active
POS00345,CLI0085,SEC014,AMZN,743.02,179180.52,174453.67,4726.85,US Equity,United States,2024-05-06,Active
POS00346,CLI0085,SEC027,CAN.GOV.10Y,491.46,130322.65,121366.05,8956.6,Fixed Income,Canada,2025-04-30,Active
POS00347,CLI0086,SEC023,SHEL,1663.43,55938.02,82739.01,-26800.99,International Equity,United Kingdom,2024-02-20,Active
POS00348,CLI0086,SEC011,AAPL,1148.79,811842.65,554440.52,257402.13,US Equity,United States,2025-10-24,Active
POS00349,CLI0086,SEC017,XOM,421.39,157016.29,138022.08,18994.21,US Equity,United States,2025-11-29,Active
POS00350,CLI0086,SEC048,XAW,1823.92,724829.57,593594.76,131234.81,International Equity,Canada,2024-01-09,Active
POS00351,CLI0087,SEC020,PG,1792.01,830136.03,764363.95,65772.08,US Equity,United States,2024-08-11,Active
POS00352,CLI0087,SEC046,BAM,1357.62,576043.08,560737.79,15305.29,Canadian Equity,Canada,2024-04-14,Active
POS00353,CLI0087,SEC049,VEA,1998.86,1398586.8,966268.91,432317.89,International Equity,United States,2025-07-28,Active
POS00354,CLI0087,SEC042,MFC,1222.01,140500.38,186662.03,-46161.65,Canadian Equity,Canada,2024-03-06,Active
POS00355,CLI0087,SEC018,V,560.2,84875.89,92959.59,-8083.7,US Equity,United States,2025-11-02,Active
POS00356,CLI0087,SEC028,PROV.ON.5Y,1785.82,216375.27,273051.88,-56676.61,Fixed Income,Canada,2024-09-03,Pending Settlement
POS00357,CLI0088,SEC026,CAN.GOV.2Y,1314.25,587610.26,655482.19,-67871.93,Fixed Income,Canada,2025-03-04,Active
POS00358,CLI0088,SEC043,SLF,1476.1,691252.77,433382.96,257869.81,Canadian Equity,Canada,2024-07-13,Active
POS00359,CLI0088,SEC021,NESN,1429.6,619185.57,492826.01,126359.56,International Equity,Switzerland,2025-05-02,Pending Settlement
POS00360,CLI0088,SEC044,POW,1347.02,501334.36,344998.76,156335.6,Canadian Equity,Canada,2025-11-04,Pending Settlement
POS00361,CLI0088,SEC009,TRI,370.46,15237.45,19749.22,-4511.77,Canadian Equity,Canada,2024-09-21,Active
POS00362,CLI0088,SEC002,TD,1122.47,794449.9,512688.17,281761.73,Canadian Equity,Canada,2024-12-09,Active
POS00363,CLI0089,SEC023,SHEL,1744.15,554808.56,371730.69,183077.87,International Equity,United Kingdom,2025-01-15,Active
POS00364,CLI0089,SEC015,JPM,595.16,278362.35,253746.47,24615.88,US Equity,United States,2025-10-11,Active
POS00365,CLI0089,SEC048,XAW,1889.16,113674.4,76038.69,37635.71,International Equity,Canada,2025-05-27,Active
POS00366,CLI0090,SEC034,IIP,283.36,30655.0,29511.94,1143.06,Real Estate,Canada,2025-08-06,Pending Settlement
POS00367,CLI0090,SEC020,PG,1973.43,220072.8,149783.34,70289.46,US Equity,United States,2024-07-03,Active
POS00368,CLI0090,SEC027,CAN.GOV.10Y,980.29,254478.48,311104.83,-56626.35,Fixed Income,Canada,2025-10-11,Active
POS00369,CLI0090,SEC004,BMO,909.59,136849.41,98817.86,38031.55,Canadian Equity,Canada,2025-08-13,Active
POS00370,CLI0090,SEC010,BCE,984.26,276539.49,376942.05,-100402.56,Canadian Equity,Canada,2025-09-21,Active
POS00371,CLI0091,SEC026,CAN.GOV.2Y,85.07,8861.84,8822.61,39.23,Fixed Income,Canada,2024-01-15,Pending Settlement
POS00372,CLI0091,SEC028,PROV.ON.5Y,1516.13,270884.01,406110.58,-135226.57,Fixed Income,Canada,2024-01-05,Active
POS00373,CLI0091,SEC031,REI,505.16,171918.78,175942.18,-4023.4,Real Estate,Canada,2024-05-12,Active
POS00374,CLI0091,SEC025,ASML,1011.64,112750.22,158352.01,-45601.79,International Equity,Netherlands,2024-02-16,Active
POS00375,CLI0091,SEC001,RY,588.75,261629.85,215058.6,46571.25,Canadian Equity,Canada,2024-12-11,Active
POS00376,CLI0092,SEC022,SAP,1502.73,196753.07,130166.47,66586.6,International Equity,Germany,2025-02-17,Active
POS00377,CLI0092,SEC032,CRT,456.4,191209.99,224786.13,-33576.14,Real Estate,Canada,2024-01-23,Active
POS00378,CLI0092,SEC023,SHEL,346.28,81872.29,64567.37,17304.92,International Equity,United Kingdom,2024-02-08,Active
POS00379,CLI0093,SEC050,ZRE,1191.91,25784.37,34255.49,-8471.12,Real Estate,Canada,2024-01-21,Active
POS00380,CLI0093,SEC035,AQN,240.42,41501.87,54080.07,-12578.2,Infrastructure,Canada,2024-09-15,Active
POS00381,CLI0093,SEC040,HBF,314.72,137211.5,109875.05,27336.45,Alternatives,Canada,2024-11-04,Active
POS00382,CLI0093,SEC004,BMO,210.95,68769.12,55384.92,13384.2,Canadian Equity,Canada,2025-12-18,Active
POS00383,CLI0094,SEC033,AP,1239.22,250653.28,179612.55,71040.73,Real Estate,Canada,2025-05-24,Active
POS00384,CLI0094,SEC047,CASH.ETF,407.5,63182.85,55085.85,8097.0,Cash,Canada,2024-07-25,Active
POS00385,CLI0095,SEC019,UNH,1821.61,696798.58,629657.71,67140.87,US Equity,United States,2024-08-28,Active
POS00386,CLI0095,SEC011,AAPL,1346.55,882267.26,611212.51,271054.75,US Equity,United States,2025-11-16,Active
POS00387,CLI0095,SEC003,BNS,1899.4,535503.33,742418.48,-206915.15,Canadian Equity,Canada,2024-04-13,Pending Settlement
POS00388,CLI0095,SEC036,BIP,1292.23,471351.95,298621.43,172730.52,Infrastructure,Canada,2024-09-27,Active
POS00389,CLI0095,SEC032,CRT,208.62,13120.11,19084.56,-5964.45,Real Estate,Canada,2024-10-24,Active
POS00390,CLI0096,SEC028,PROV.ON.5Y,1703.98,500618.79,759446.85,-258828.06,Fixed Income,Canada,2024-05-21,Active
POS00391,CLI0096,SEC048,XAW,349.32,67753.94,63569.25,4184.69,International Equity,Canada,2025-09-28,Active
POS00392,CLI0096,SEC008,CP,1468.81,271472.63,278266.05,-6793.42,Canadian Equity,Canada,2024-04-26,Active
POS00393,CLI0096,SEC007,SU,1925.0,273066.89,268653.0,4413.89,Canadian Equity,Canada,2025-05-04,Active
POS00394,CLI0097,SEC008,CP,1455.56,1037556.25,714505.29,323050.96,Canadian Equity,Canada,2024-04-16,Active
POS00395,CLI0097,SEC009,TRI,1185.59,617139.52,476749.45,140390.07,Canadian Equity,Canada,2024-07-04,Active
POS00396,CLI0097,SEC045,GWO,1560.54,705412.89,480053.31,225359.58,Canadian Equity,Canada,2024-05-13,Active
POS00397,CLI0098,SEC008,CP,530.61,112393.82,85189.44,27204.38,Canadian Equity,Canada,2025-11-25,Active
POS00398,CLI0098,SEC027,CAN.GOV.10Y,1489.81,466942.44,541203.28,-74260.84,Fixed Income,Canada,2025-11-16,Pending Settlement
POS00399,CLI0098,SEC029,CORP.BOND.A,1043.01,446115.43,360547.7,85567.73,Fixed Income,Canada,2025-03-19,Active
POS00400,CLI0098,SEC003,BNS,504.67,114898.47,88897.62,26000.85,Canadian Equity,Canada,2025-01-29,Active
POS00401,CLI0098,SEC005,ENB,1654.61,910522.06,738899.19,171622.87,Canadian Equity,Canada,2024-01-12,Active
POS00402,CLI0099,SEC033,AP,1740.14,81758.35,73190.29,8568.06,Real Estate,Canada,2024-09-03,Active
POS00403,CLI0099,SEC031,REI,563.53,169170.81,144224.23,24946.58,Real Estate,Canada,2025-01-22,Active
POS00404,CLI0099,SEC032,CRT,477.65,156550.16,110934.21,45615.95,Real Estate,Canada,2025-04-03,Active
POS00405,CLI0100,SEC029,CORP.BOND.A,1310.21,76173.62,73122.82,3050.8,Fixed Income,Canada,2025-07-24,Active
POS00406,CLI0100,SEC021,NESN,1653.56,1027192.27,656347.57,370844.7,International Equity,Switzerland,2025-10-14,Active
POS00407,CLI0100,SEC008,CP,1021.59,141293.71,109708.55,31585.16,Canadian Equity,Canada,2024-12-15,Active
POS00408,CLI0100,SEC032,CRT,118.01,14723.81,13611.27,1112.54,Real Estate,Canada,2025-07-27,Active
POS00409,CLI0100,SEC048,XAW,1203.9,430993.74,433103.03,-2109.29,International Equity,Canada,2025-04-08,Active
POS00410,CLI0101,SEC001,RY,1661.47,743276.8,801476.51,-58199.71,Canadian Equity,Canada,2025-06-18,Active
POS00411,CLI0101,SEC022,SAP,221.58,111196.99,99478.34,11718.65,International Equity,Germany,2025-02-23,Active
POS00412,CLI0101,SEC023,SHEL,1225.6,183891.97,119900.45,63991.52,International Equity,United Kingdom,2025-02-06,Active
POS00413,CLI0102,SEC046,BAM,1516.73,53190.54,42498.77,10691.77,Canadian Equity,Canada,2025-11-19,Active
POS00414,CLI0102,SEC022,SAP,1546.57,449776.15,352617.96,97158.19,International Equity,Germany,2025-05-31,Active
POS00415,CLI0102,SEC007,SU,1002.67,186736.41,268244.31,-81507.9,Canadian Equity,Canada,2025-03-19,Active
POS00416,CLI0103,SEC033,AP,355.56,108712.16,145264.04,-36551.88,Real Estate,Canada,2025-11-04,Active
POS00417,CLI0103,SEC050,ZRE,1766.56,456580.28,449642.52,6937.76,Real Estate,Canada,2025-09-15,Pending Settlement
POS00418,CLI0103,SEC012,MSFT,1527.13,335710.63,214454.87,121255.76,US Equity,United States,2024-10-28,Active
POS00419,CLI0103,SEC045,GWO,275.41,75805.36,57646.07,18159.29,Canadian Equity,Canada,2025-06-08,Active
POS00420,CLI0103,SEC038,FTS,1405.97,803783.59,606043.37,197740.22,Infrastructure,Canada,2025-07-20,Active
POS00421,CLI0104,SEC014,AMZN,588.25,133366.74,103484.94,29881.8,US Equity,United States,2025-12-28,Active
POS00422,CLI0104,SEC040,HBF,1917.07,638768.89,487760.12,151008.77,Alternatives,Canada,2024-11-26,Active
POS00423,CLI0104,SEC046,BAM,1523.94,519716.38,431777.92,87938.46,Canadian Equity,Canada,2025-11-14,Active
POS00424,CLI0105,SEC019,UNH,767.93,16899.86,24013.17,-7113.31,US Equity,United States,2024-09-30,Active
POS00425,CLI0105,SEC028,PROV.ON.5Y,330.26,43074.3,48505.29,-5430.99,Fixed Income,Canada,2024-03-04,Active
POS00426,CLI0105,SEC001,RY,597.33,153705.94,225808.66,-72102.72,Canadian Equity,Canada,2025-04-08,Active
POS00427,CLI0105,SEC034,IIP,1737.39,948679.16,644658.56,304020.6,Real Estate,Canada,2025-10-24,Active
POS00428,CLI0105,SEC007,SU,482.81,267483.57,189855.38,77628.19,Canadian Equity,Canada,2024-10-21,Active
POS00429,CLI0105,SEC002,TD,103.49,20982.36,20064.64,917.72,Canadian Equity,Canada,2025-12-02,Active
POS00430,CLI0106,SEC004,BMO,1739.01,802512.81,749374.19,53138.62,Canadian Equity,Canada,2024-08-18,Pending Settlement
POS00431,CLI0106,SEC001,RY,1412.21,628691.27,459787.33,168903.94,Canadian Equity,Canada,2025-07-13,Active
POS00432,CLI0106,SEC048,XAW,400.97,121642.18,145884.92,-24242.74,International Equity,Canada,2025-04-04,Active
POS00433,CLI0106,SEC017,XOM,1368.49,108813.47,133496.2,-24682.73,US Equity,United States,2025-06-10,Active
POS00434,CLI0106,SEC013,NVDA,90.86,11720.13,13007.52,-1287.39,US Equity,United States,2024-06-13,Active
POS00435,CLI0106,SEC040,HBF,517.48,115553.62,87262.65,28290.97,Alternatives,Canada,2024-06-07,Active
POS00436,CLI0107,SEC039,GOLD.ETF,1235.06,458496.29,410830.36,47665.93,Alternatives,Canada,2025-08-09,Active
POS00437,CLI0107,SEC004,BMO,155.03,63296.3,55082.16,8214.14,Canadian Equity,Canada,2024-07-07,Active
POS00438,CLI0107,SEC050,ZRE,1574.65,154015.8,132097.39,21918.41,Real Estate,Canada,2025-02-17,Active
POS00439,CLI0107,SEC041,GSY,450.18,48066.01,49794.41,-1728.4,Canadian Equity,Canada,2025-01-04,Active
POS00440,CLI0108,SEC034,IIP,1341.19,456684.29,302585.88,154098.41,Real Estate,Canada,2025-09-20,Pending Settlement
POS00441,CLI0108,SEC031,REI,495.22,18271.97,12251.74,6020.23,Real Estate,Canada,2025-01-25,Pending Settlement
POS00442,CLI0108,SEC036,BIP,1890.53,431048.07,370562.79,60485.28,Infrastructure,Canada,2024-10-16,Active
POS00443,CLI0108,SEC042,MFC,1038.57,456909.71,401293.06,55616.65,Canadian Equity,Canada,2025-06-04,Active
POS00444,CLI0108,SEC001,RY,97.26,36424.6,43732.96,-7308.36,Canadian Equity,Canada,2025-06-10,Active
POS00445,CLI0108,SEC008,CP,200.95,135216.39,97653.66,37562.73,Canadian Equity,Canada,2025-06-30,Active
POS00446,CLI0109,SEC014,AMZN,1262.73,181582.38,139556.92,42025.46,US Equity,United States,2024-04-16,Active
POS00447,CLI0109,SEC043,SLF,1659.21,988557.26,729936.26,258621.0,Canadian Equity,Canada,2025-03-21,Active
POS00448,CLI0110,SEC048,XAW,315.97,70846.45,73406.15,-2559.7,International Equity,Canada,2024-03-30,Active
POS00449,CLI0110,SEC044,POW,364.2,33862.35,47233.1,-13370.75,Canadian Equity,Canada,2024-08-21,Pending Settlement
